freq (Hz),output noise; A / sqrt(Hz) a 1 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 20  (A / sqrt(Hz))
134.896E6,18.7892E-12,27.1519E-12,39.2597E-12,47.4722E-12,43.2528E-12,38.3984E-12,34.5902E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1443E-12,29.8930E-12,29.6947E-12,29.5266E-12,29.3778E-12,29.2429E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7936E-12,27.3982E-12,43.3941E-12,70.1165E-12,85.8122E-12,78.3269E-12,68.9143E-12,61.2384E-12,56.5031E-12,54.0916E-12,52.8818E-12,52.1874E-12,51.7180E-12,51.3579E-12,51.0585E-12,50.7970E-12,50.5619E-12,50.3467E-12,50.1475E-12,49.9616E-12,49.7873E-12,34.3711E-12,57.6774E-12,100.481E-12,122.124E-12,112.017E-12,98.4392E-12,87.1010E-12,80.0393E-12,76.4444E-12,74.6556E-12,73.6424E-12,72.9668E-12,72.4545E-12,72.0319E-12,71.6648E-12,71.3358E-12,71.0353E-12,70.7574E-12,70.4983E-12,70.2554E-12,40.5009E-12,70.8297E-12,130.790E-12,156.735E-12,144.550E-12,127.184E-12,112.412E-12,103.155E-12,98.4450E-12,96.1118E-12,94.7992E-12,93.9303E-12,93.2753E-12,92.7369E-12,92.2704E-12,91.8529E-12,91.4717E-12,91.1192E-12,90.7906E-12,90.4824E-12,46.0961E-12,83.2274E-12,161.156E-12,189.838E-12,176.032E-12,155.223E-12,137.241E-12,125.921E-12,120.168E-12,117.326E-12,115.734E-12,114.685E-12,113.896E-12,113.249E-12,112.689E-12,112.188E-12,111.731E-12,111.307E-12,110.913E-12,110.542E-12
138.038E6,18.7891E-12,27.1514E-12,39.2585E-12,47.4718E-12,43.2527E-12,38.3983E-12,34.5902E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1443E-12,29.8929E-12,29.6947E-12,29.5266E-12,29.3778E-12,29.2429E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7936E-12,27.3981E-12,43.3930E-12,70.1139E-12,85.8112E-12,78.3266E-12,68.9142E-12,61.2383E-12,56.5031E-12,54.0915E-12,52.8818E-12,52.1874E-12,51.7179E-12,51.3579E-12,51.0584E-12,50.7970E-12,50.5619E-12,50.3467E-12,50.1474E-12,49.9615E-12,49.7872E-12,34.3709E-12,57.6759E-12,100.477E-12,122.122E-12,112.016E-12,98.4389E-12,87.1007E-12,80.0391E-12,76.4443E-12,74.6555E-12,73.6422E-12,72.9666E-12,72.4544E-12,72.0317E-12,71.6646E-12,71.3356E-12,71.0351E-12,70.7572E-12,70.4981E-12,70.2552E-12,40.5007E-12,70.8276E-12,130.785E-12,156.732E-12,144.549E-12,127.183E-12,112.411E-12,103.154E-12,98.4447E-12,96.1115E-12,94.7989E-12,93.9300E-12,93.2750E-12,92.7366E-12,92.2701E-12,91.8525E-12,91.4713E-12,91.1188E-12,90.7902E-12,90.4820E-12,46.0958E-12,83.2250E-12,161.148E-12,189.833E-12,176.030E-12,155.222E-12,137.240E-12,125.921E-12,120.167E-12,117.325E-12,115.733E-12,114.684E-12,113.895E-12,113.249E-12,112.689E-12,112.187E-12,111.730E-12,111.307E-12,110.912E-12,110.541E-12
141.254E6,18.7890E-12,27.1509E-12,39.2572E-12,47.4714E-12,43.2526E-12,38.3983E-12,34.5901E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1443E-12,29.8929E-12,29.6947E-12,29.5266E-12,29.3778E-12,29.2428E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7936E-12,27.3979E-12,43.3919E-12,70.1111E-12,85.8101E-12,78.3262E-12,68.9140E-12,61.2382E-12,56.5030E-12,54.0915E-12,52.8817E-12,52.1874E-12,51.7179E-12,51.3578E-12,51.0584E-12,50.7969E-12,50.5618E-12,50.3466E-12,50.1474E-12,49.9615E-12,49.7871E-12,34.3707E-12,57.6743E-12,100.473E-12,122.120E-12,112.016E-12,98.4385E-12,87.1005E-12,80.0389E-12,76.4442E-12,74.6554E-12,73.6421E-12,72.9665E-12,72.4542E-12,72.0316E-12,71.6644E-12,71.3354E-12,71.0349E-12,70.7570E-12,70.4979E-12,70.2550E-12,40.5005E-12,70.8255E-12,130.779E-12,156.728E-12,144.547E-12,127.182E-12,112.411E-12,103.154E-12,98.4444E-12,96.1112E-12,94.7986E-12,93.9297E-12,93.2746E-12,92.7363E-12,92.2697E-12,91.8521E-12,91.4709E-12,91.1184E-12,90.7898E-12,90.4816E-12,46.0956E-12,83.2224E-12,161.140E-12,189.829E-12,176.028E-12,155.221E-12,137.239E-12,125.920E-12,120.167E-12,117.325E-12,115.733E-12,114.683E-12,113.895E-12,113.248E-12,112.688E-12,112.187E-12,111.729E-12,111.306E-12,110.911E-12,110.540E-12
144.544E6,18.7890E-12,27.1503E-12,39.2559E-12,47.4709E-12,43.2525E-12,38.3983E-12,34.5901E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5266E-12,29.3778E-12,29.2428E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7936E-12,27.3978E-12,43.3908E-12,70.1082E-12,85.8089E-12,78.3259E-12,68.9139E-12,61.2381E-12,56.5029E-12,54.0914E-12,52.8817E-12,52.1873E-12,51.7178E-12,51.3578E-12,51.0583E-12,50.7968E-12,50.5617E-12,50.3465E-12,50.1473E-12,49.9614E-12,49.7871E-12,34.3705E-12,57.6726E-12,100.468E-12,122.118E-12,112.015E-12,98.4380E-12,87.1003E-12,80.0388E-12,76.4440E-12,74.6552E-12,73.6419E-12,72.9663E-12,72.4541E-12,72.0314E-12,71.6643E-12,71.3353E-12,71.0347E-12,70.7568E-12,70.4977E-12,70.2548E-12,40.5002E-12,70.8233E-12,130.772E-12,156.725E-12,144.546E-12,127.182E-12,112.410E-12,103.154E-12,98.4441E-12,96.1109E-12,94.7983E-12,93.9294E-12,93.2743E-12,92.7359E-12,92.2694E-12,91.8518E-12,91.4705E-12,91.1180E-12,90.7893E-12,90.4811E-12,46.0953E-12,83.2197E-12,161.132E-12,189.824E-12,176.025E-12,155.219E-12,137.238E-12,125.919E-12,120.166E-12,117.324E-12,115.732E-12,114.683E-12,113.894E-12,113.247E-12,112.687E-12,112.186E-12,111.728E-12,111.305E-12,110.910E-12,110.540E-12
147.911E6,18.7889E-12,27.1498E-12,39.2545E-12,47.4705E-12,43.2524E-12,38.3982E-12,34.5901E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5266E-12,29.3778E-12,29.2428E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7936E-12,27.3977E-12,43.3896E-12,70.1052E-12,85.8077E-12,78.3255E-12,68.9137E-12,61.2380E-12,56.5029E-12,54.0914E-12,52.8816E-12,52.1873E-12,51.7178E-12,51.3577E-12,51.0583E-12,50.7968E-12,50.5617E-12,50.3465E-12,50.1472E-12,49.9613E-12,49.7870E-12,34.3703E-12,57.6708E-12,100.463E-12,122.116E-12,112.014E-12,98.4376E-12,87.1000E-12,80.0386E-12,76.4439E-12,74.6551E-12,73.6418E-12,72.9662E-12,72.4539E-12,72.0312E-12,71.6641E-12,71.3351E-12,71.0345E-12,70.7566E-12,70.4975E-12,70.2545E-12,40.5000E-12,70.8210E-12,130.766E-12,156.722E-12,144.544E-12,127.181E-12,112.410E-12,103.153E-12,98.4438E-12,96.1106E-12,94.7980E-12,93.9290E-12,93.2739E-12,92.7356E-12,92.2690E-12,91.8513E-12,91.4701E-12,91.1175E-12,90.7889E-12,90.4806E-12,46.0951E-12,83.2169E-12,161.123E-12,189.819E-12,176.022E-12,155.218E-12,137.237E-12,125.919E-12,120.166E-12,117.324E-12,115.732E-12,114.682E-12,113.894E-12,113.247E-12,112.687E-12,112.185E-12,111.728E-12,111.304E-12,110.909E-12,110.539E-12
151.356E6,18.7888E-12,27.1492E-12,39.2530E-12,47.4700E-12,43.2523E-12,38.3982E-12,34.5901E-12,32.2839E-12,31.1069E-12,30.5031E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5265E-12,29.3778E-12,29.2428E-12,29.1186E-12,29.0031E-12,28.8951E-12,28.7935E-12,27.3975E-12,43.3884E-12,70.1020E-12,85.8065E-12,78.3251E-12,68.9135E-12,61.2379E-12,56.5028E-12,54.0913E-12,52.8816E-12,52.1872E-12,51.7177E-12,51.3577E-12,51.0582E-12,50.7967E-12,50.5616E-12,50.3464E-12,50.1471E-12,49.9613E-12,49.7869E-12,34.3702E-12,57.6690E-12,100.458E-12,122.113E-12,112.013E-12,98.4372E-12,87.0997E-12,80.0384E-12,76.4437E-12,74.6549E-12,73.6416E-12,72.9660E-12,72.4537E-12,72.0311E-12,71.6639E-12,71.3349E-12,71.0343E-12,70.7564E-12,70.4972E-12,70.2543E-12,40.4998E-12,70.8186E-12,130.759E-12,156.718E-12,144.542E-12,127.180E-12,112.409E-12,103.153E-12,98.4434E-12,96.1102E-12,94.7976E-12,93.9287E-12,93.2736E-12,92.7352E-12,92.2686E-12,91.8509E-12,91.4696E-12,91.1171E-12,90.7884E-12,90.4801E-12,46.0948E-12,83.2140E-12,161.114E-12,189.813E-12,176.020E-12,155.216E-12,137.236E-12,125.918E-12,120.165E-12,117.323E-12,115.731E-12,114.682E-12,113.893E-12,113.246E-12,112.686E-12,112.184E-12,111.727E-12,111.303E-12,110.908E-12,110.538E-12
154.882E6,18.7887E-12,27.1485E-12,39.2515E-12,47.4695E-12,43.2522E-12,38.3982E-12,34.5901E-12,32.2839E-12,31.1068E-12,30.5031E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5265E-12,29.3777E-12,29.2428E-12,29.1186E-12,29.0031E-12,28.8950E-12,28.7935E-12,27.3974E-12,43.3871E-12,70.0987E-12,85.8052E-12,78.3247E-12,68.9133E-12,61.2378E-12,56.5027E-12,54.0913E-12,52.8815E-12,52.1871E-12,51.7177E-12,51.3576E-12,51.0581E-12,50.7966E-12,50.5615E-12,50.3463E-12,50.1471E-12,49.9612E-12,49.7868E-12,34.3700E-12,57.6671E-12,100.453E-12,122.111E-12,112.012E-12,98.4367E-12,87.0995E-12,80.0382E-12,76.4435E-12,74.6548E-12,73.6415E-12,72.9659E-12,72.4536E-12,72.0309E-12,71.6637E-12,71.3347E-12,71.0341E-12,70.7561E-12,70.4970E-12,70.2540E-12,40.4996E-12,70.8161E-12,130.752E-12,156.714E-12,144.541E-12,127.179E-12,112.409E-12,103.152E-12,98.4431E-12,96.1099E-12,94.7973E-12,93.9283E-12,93.2732E-12,92.7348E-12,92.2681E-12,91.8505E-12,91.4692E-12,91.1166E-12,90.7878E-12,90.4795E-12,46.0946E-12,83.2109E-12,161.105E-12,189.808E-12,176.017E-12,155.214E-12,137.235E-12,125.917E-12,120.164E-12,117.322E-12,115.730E-12,114.681E-12,113.892E-12,113.245E-12,112.685E-12,112.184E-12,111.726E-12,111.302E-12,110.907E-12,110.537E-12
158.489E6,18.7886E-12,27.1479E-12,39.2499E-12,47.4690E-12,43.2521E-12,38.3981E-12,34.5901E-12,32.2838E-12,31.1068E-12,30.5031E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5265E-12,29.3777E-12,29.2428E-12,29.1185E-12,29.0031E-12,28.8950E-12,28.7935E-12,27.3973E-12,43.3857E-12,70.0952E-12,85.8038E-12,78.3243E-12,68.9132E-12,61.2377E-12,56.5027E-12,54.0912E-12,52.8814E-12,52.1871E-12,51.7176E-12,51.3575E-12,51.0581E-12,50.7966E-12,50.5615E-12,50.3462E-12,50.1470E-12,49.9611E-12,49.7867E-12,34.3698E-12,57.6650E-12,100.448E-12,122.108E-12,112.011E-12,98.4362E-12,87.0992E-12,80.0380E-12,76.4434E-12,74.6546E-12,73.6413E-12,72.9657E-12,72.4534E-12,72.0307E-12,71.6635E-12,71.3345E-12,71.0339E-12,70.7559E-12,70.4968E-12,70.2538E-12,40.4994E-12,70.8135E-12,130.744E-12,156.710E-12,144.539E-12,127.178E-12,112.408E-12,103.152E-12,98.4427E-12,96.1095E-12,94.7969E-12,93.9279E-12,93.2728E-12,92.7344E-12,92.2677E-12,91.8500E-12,91.4687E-12,91.1161E-12,90.7873E-12,90.4790E-12,46.0944E-12,83.2077E-12,161.095E-12,189.802E-12,176.014E-12,155.213E-12,137.234E-12,125.916E-12,120.164E-12,117.322E-12,115.730E-12,114.680E-12,113.891E-12,113.244E-12,112.684E-12,112.183E-12,111.725E-12,111.301E-12,110.906E-12,110.536E-12
162.181E6,18.7886E-12,27.1472E-12,39.2483E-12,47.4684E-12,43.2520E-12,38.3981E-12,34.5900E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1442E-12,29.8929E-12,29.6947E-12,29.5265E-12,29.3777E-12,29.2428E-12,29.1185E-12,29.0030E-12,28.8950E-12,28.7935E-12,27.3972E-12,43.3843E-12,70.0916E-12,85.8023E-12,78.3239E-12,68.9130E-12,61.2376E-12,56.5026E-12,54.0911E-12,52.8814E-12,52.1870E-12,51.7176E-12,51.3575E-12,51.0580E-12,50.7965E-12,50.5614E-12,50.3462E-12,50.1469E-12,49.9610E-12,49.7866E-12,34.3697E-12,57.6629E-12,100.442E-12,122.106E-12,112.010E-12,98.4357E-12,87.0989E-12,80.0378E-12,76.4432E-12,74.6544E-12,73.6411E-12,72.9655E-12,72.4532E-12,72.0305E-12,71.6633E-12,71.3342E-12,71.0336E-12,70.7557E-12,70.4965E-12,70.2535E-12,40.4992E-12,70.8108E-12,130.736E-12,156.706E-12,144.537E-12,127.177E-12,112.407E-12,103.151E-12,98.4423E-12,96.1091E-12,94.7965E-12,93.9275E-12,93.2724E-12,92.7339E-12,92.2672E-12,91.8495E-12,91.4681E-12,91.1155E-12,90.7867E-12,90.4784E-12,46.0941E-12,83.2044E-12,161.085E-12,189.795E-12,176.010E-12,155.211E-12,137.233E-12,125.915E-12,120.163E-12,117.321E-12,115.729E-12,114.679E-12,113.891E-12,113.244E-12,112.683E-12,112.182E-12,111.724E-12,111.300E-12,110.905E-12,110.535E-12
165.959E6,18.7885E-12,27.1465E-12,39.2465E-12,47.4679E-12,43.2519E-12,38.3980E-12,34.5900E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1442E-12,29.8929E-12,29.6946E-12,29.5265E-12,29.3777E-12,29.2428E-12,29.1185E-12,29.0030E-12,28.8950E-12,28.7935E-12,27.3971E-12,43.3828E-12,70.0878E-12,85.8008E-12,78.3234E-12,68.9127E-12,61.2375E-12,56.5025E-12,54.0911E-12,52.8813E-12,52.1870E-12,51.7175E-12,51.3574E-12,51.0579E-12,50.7964E-12,50.5613E-12,50.3461E-12,50.1468E-12,49.9609E-12,49.7865E-12,34.3695E-12,57.6607E-12,100.436E-12,122.103E-12,112.009E-12,98.4351E-12,87.0985E-12,80.0375E-12,76.4430E-12,74.6542E-12,73.6409E-12,72.9653E-12,72.4530E-12,72.0303E-12,71.6631E-12,71.3340E-12,71.0334E-12,70.7554E-12,70.4962E-12,70.2532E-12,40.4990E-12,70.8079E-12,130.728E-12,156.701E-12,144.535E-12,127.176E-12,112.407E-12,103.151E-12,98.4418E-12,96.1087E-12,94.7961E-12,93.9271E-12,93.2719E-12,92.7334E-12,92.2667E-12,91.8490E-12,91.4676E-12,91.1150E-12,90.7861E-12,90.4778E-12,46.0939E-12,83.2009E-12,161.074E-12,189.789E-12,176.007E-12,155.209E-12,137.231E-12,125.914E-12,120.162E-12,117.320E-12,115.728E-12,114.679E-12,113.890E-12,113.243E-12,112.682E-12,112.181E-12,111.723E-12,111.299E-12,110.904E-12,110.533E-12
169.824E6,18.7884E-12,27.1458E-12,39.2447E-12,47.4673E-12,43.2517E-12,38.3980E-12,34.5900E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1442E-12,29.8929E-12,29.6946E-12,29.5265E-12,29.3777E-12,29.2427E-12,29.1185E-12,29.0030E-12,28.8950E-12,28.7935E-12,27.3969E-12,43.3812E-12,70.0838E-12,85.7993E-12,78.3229E-12,68.9125E-12,61.2374E-12,56.5024E-12,54.0910E-12,52.8813E-12,52.1869E-12,51.7174E-12,51.3573E-12,51.0579E-12,50.7963E-12,50.5612E-12,50.3460E-12,50.1467E-12,49.9608E-12,49.7864E-12,34.3694E-12,57.6584E-12,100.430E-12,122.100E-12,112.008E-12,98.4346E-12,87.0982E-12,80.0373E-12,76.4428E-12,74.6540E-12,73.6407E-12,72.9651E-12,72.4528E-12,72.0300E-12,71.6628E-12,71.3337E-12,71.0331E-12,70.7551E-12,70.4959E-12,70.2529E-12,40.4989E-12,70.8049E-12,130.719E-12,156.697E-12,144.533E-12,127.174E-12,112.406E-12,103.150E-12,98.4414E-12,96.1083E-12,94.7956E-12,93.9266E-12,93.2715E-12,92.7330E-12,92.2662E-12,91.8485E-12,91.4670E-12,91.1144E-12,90.7855E-12,90.4771E-12,46.0937E-12,83.1972E-12,161.062E-12,189.782E-12,176.004E-12,155.207E-12,137.230E-12,125.914E-12,120.161E-12,117.320E-12,115.727E-12,114.678E-12,113.889E-12,113.242E-12,112.681E-12,112.180E-12,111.722E-12,111.298E-12,110.903E-12,110.532E-12
173.780E6,18.7884E-12,27.1450E-12,39.2428E-12,47.4666E-12,43.2516E-12,38.3980E-12,34.5900E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1442E-12,29.8928E-12,29.6946E-12,29.5265E-12,29.3777E-12,29.2427E-12,29.1185E-12,29.0030E-12,28.8950E-12,28.7934E-12,27.3968E-12,43.3796E-12,70.0797E-12,85.7976E-12,78.3224E-12,68.9123E-12,61.2373E-12,56.5023E-12,54.0909E-12,52.8812E-12,52.1868E-12,51.7173E-12,51.3573E-12,51.0578E-12,50.7963E-12,50.5611E-12,50.3459E-12,50.1466E-12,49.9607E-12,49.7863E-12,34.3692E-12,57.6560E-12,100.423E-12,122.097E-12,112.007E-12,98.4340E-12,87.0978E-12,80.0370E-12,76.4426E-12,74.6538E-12,73.6405E-12,72.9649E-12,72.4525E-12,72.0298E-12,71.6626E-12,71.3335E-12,71.0329E-12,70.7548E-12,70.4956E-12,70.2526E-12,40.4987E-12,70.8018E-12,130.710E-12,156.692E-12,144.531E-12,127.173E-12,112.405E-12,103.150E-12,98.4409E-12,96.1079E-12,94.7952E-12,93.9262E-12,93.2710E-12,92.7325E-12,92.2657E-12,91.8479E-12,91.4665E-12,91.1138E-12,90.7849E-12,90.4764E-12,46.0935E-12,83.1934E-12,161.051E-12,189.775E-12,176.000E-12,155.205E-12,137.229E-12,125.913E-12,120.160E-12,117.319E-12,115.727E-12,114.677E-12,113.888E-12,113.241E-12,112.680E-12,112.179E-12,111.721E-12,111.297E-12,110.902E-12,110.531E-12
177.828E6,18.7883E-12,27.1442E-12,39.2408E-12,47.4660E-12,43.2515E-12,38.3979E-12,34.5899E-12,32.2838E-12,31.1068E-12,30.5030E-12,30.1442E-12,29.8928E-12,29.6946E-12,29.5265E-12,29.3777E-12,29.2427E-12,29.1185E-12,29.0030E-12,28.8949E-12,28.7934E-12,27.3967E-12,43.3779E-12,70.0753E-12,85.7959E-12,78.3219E-12,68.9121E-12,61.2371E-12,56.5023E-12,54.0909E-12,52.8811E-12,52.1868E-12,51.7173E-12,51.3572E-12,51.0577E-12,50.7962E-12,50.5610E-12,50.3458E-12,50.1465E-12,49.9606E-12,49.7862E-12,34.3691E-12,57.6535E-12,100.417E-12,122.094E-12,112.006E-12,98.4333E-12,87.0975E-12,80.0368E-12,76.4423E-12,74.6536E-12,73.6403E-12,72.9647E-12,72.4523E-12,72.0296E-12,71.6623E-12,71.3332E-12,71.0326E-12,70.7545E-12,70.4953E-12,70.2523E-12,40.4985E-12,70.7985E-12,130.701E-12,156.687E-12,144.528E-12,127.172E-12,112.405E-12,103.149E-12,98.4405E-12,96.1074E-12,94.7947E-12,93.9257E-12,93.2705E-12,92.7319E-12,92.2651E-12,91.8473E-12,91.4658E-12,91.1131E-12,90.7842E-12,90.4757E-12,46.0933E-12,83.1894E-12,161.038E-12,189.768E-12,175.996E-12,155.202E-12,137.227E-12,125.912E-12,120.159E-12,117.318E-12,115.726E-12,114.676E-12,113.887E-12,113.240E-12,112.679E-12,112.178E-12,111.720E-12,111.296E-12,110.901E-12,110.530E-12
